filename,filepath,agency,document_type
commercial-requester-account-bond-inf-1132.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/commercial-requester-account-bond-inf-1132.pdf,DMV,form
certification-for-disabled-veterans-license-plates-reg-256v.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/certification-for-disabled-veterans-license-plates-reg-256v.pdf,DMV,form
california-identification-card-renewal-by-mail-eligibility.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/california-identification-card-renewal-by-mail-eligibility.pdf,DMV,form
dismissal-for-reason-involving-pupil-transportation-safety-dl-128.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/dismissal-for-reason-involving-pupil-transportation-safety-dl-128.pdf,DMV,form
notice-removal-of-abandoned-vehicle-reg-104.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/notice-removal-of-abandoned-vehicle-reg-104.pdf,DMV,form
permanent-trailer-identification-certification-reg-4017.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/permanent-trailer-identification-certification-reg-4017.pdf,DMV,form
application-for-vehicle-license-fee-refund-reg-65.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-vehicle-license-fee-refund-reg-65.pdf,DMV,form
application-for-replacement-or-transfer-of-title-reg-227.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-replacement-or-transfer-of-title-reg-227.pdf,DMV,form
application-for-salvage-certificate-or-nonrepairable-vehicle-certificate-reg-488c.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-salvage-certificate-or-nonrepairable-vehicle-certificate-reg-488c.pdf,DMV,form
business-partner-deposit-agreement-and-assignment-reg-4029.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/business-partner-deposit-agreement-and-assignment-reg-4029.pdf,DMV,form
california-commercial-driver-license-self-certification-form-dl-694.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/california-commercial-driver-license-self-certification-form-dl-694.pdf,DMV,form
authorization-for-release-of-driver-record-information-inf-1101.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/authorization-for-release-of-driver-record-information-inf-1101.pdf,DMV,form
disabled-person-or-disabled-veteran-license-plate-certification-form-reg-3060.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/disabled-person-or-disabled-veteran-license-plate-certification-form-reg-3060.pdf,DMV,form
ds-334.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/ds-334.pdf,DMV,form
application-for-special-identification-plate-dealer-manufacturer-reg-353.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-special-identification-plate-dealer-manufacturer-reg-353.pdf,DMV,form
request-for-driver-reexamination-ds-699-sp-pdf.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-driver-reexamination-ds-699-sp-pdf.pdf,DMV,form
application-for-tvs-administrator-change-ol-757.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-tvs-administrator-change-ol-757.pdf,DMV,form
revised-miscellaneous-certifications-reg-256a.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/revised-miscellaneous-certifications-reg-256a.pdf,DMV,form
declaration-regarding-certificate-of-insurance-for-non-resident-driver-dl-300.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/declaration-regarding-certificate-of-insurance-for-non-resident-driver-dl-300.pdf,DMV,form
employer-testing-program-commercial-dpe-maneuver-checklist-dl-807-etp.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/employer-testing-program-commercial-dpe-maneuver-checklist-dl-807-etp.pdf,DMV,form
request-for-cancellation-or-surrender-of-a-driver-license-or-identification-card-dl-142.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-cancellation-or-surrender-of-a-driver-license-or-identification-card-dl-142.pdf,DMV,form
certificate-of-insurance-irp-or-pfr-mc-5009-i.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/certificate-of-insurance-irp-or-pfr-mc-5009-i.pdf,DMV,form
nonresident-military-nrm-exemption-statement-reg-5045.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/nonresident-military-nrm-exemption-statement-reg-5045.pdf,DMV,form
traffic-accident-record-correction-request-traffic-accident-information-only-dl-208.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/traffic-accident-record-correction-request-traffic-accident-information-only-dl-208.pdf,DMV,form
report-out-of-state-traffic-conviction-by-a-commercial-driver-dl-535.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/report-out-of-state-traffic-conviction-by-a-commercial-driver-dl-535.pdf,DMV,form
employer-testing-program-agreement-dl-520b-etp.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/employer-testing-program-agreement-dl-520b-etp.pdf,DMV,form
request-for-your-own-driver-license-identification-card-or-vehicle-vessel-registration-information-record-inf-1125.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-your-own-driver-license-identification-card-or-vehicle-vessel-registration-information-record-inf-1125.pdf,DMV,form
request-for-driver-reexamination-ds-699.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-driver-reexamination-ds-699.pdf,DMV,form
application-for-termination-of-action-dl-4006.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-termination-of-action-dl-4006.pdf,DMV,form
physicians-health-report-dl-546a.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/physicians-health-report-dl-546a.pdf,DMV,form
application-for-permit-to-deploy-autonomous-vehicles-ol321-on-public-streets.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-permit-to-deploy-autonomous-vehicles-ol321-on-public-streets.pdf,DMV,form
internet-security-agreement-certification-program-provider-administrator-dl-945.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/internet-security-agreement-certification-program-provider-administrator-dl-945.pdf,DMV,form
request-for-approval-of-tvs-operator-educational-training-program-ol-765.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-approval-of-tvs-operator-educational-training-program-ol-765.pdf,DMV,form
certificate-of-repossession-reg-119.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/certificate-of-repossession-reg-119.pdf,DMV,form
notice-of-transfer-and-release-of-liability-reg-138.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/notice-of-transfer-and-release-of-liability-reg-138.pdf,DMV,form
business-partner-automation-program-information-security-pre-implementation-checklist-exec-5555b.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/business-partner-automation-program-information-security-pre-implementation-checklist-exec-5555b.pdf,DMV,form
salesperson-license-renewal-application.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/salesperson-license-renewal-application.pdf,DMV,form
california-irp-vehicle-data-schedule-c-mc-2118i.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/california-irp-vehicle-data-schedule-c-mc-2118i.pdf,DMV,form
business-partner-automation-program-representative-non-disclosure-statement-reg-4028.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/business-partner-automation-program-representative-non-disclosure-statement-reg-4028.pdf,DMV,form
verification-of-vehicle-not-to-be-completed-by-applicant-reg-31.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/verification-of-vehicle-not-to-be-completed-by-applicant-reg-31.pdf,DMV,form
report-of-traffic-accident-occurring-in-california.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/report-of-traffic-accident-occurring-in-california.pdf,DMV,form
verification-authorization-process-dl-94.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/verification-authorization-process-dl-94.pdf,DMV,form
application-for-replacement-plates-stickers-documents-reg-156.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-replacement-plates-stickers-documents-reg-156.pdf,DMV,form
year-model-disclosure-statement-reg-5060.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/year-model-disclosure-statement-reg-5060.pdf,DMV,form
application-for-boat-registration-number-dealer-manufacturer-boat-101a.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-boat-registration-number-dealer-manufacturer-boat-101a.pdf,DMV,form
50000-bond-exemption-application-ol-56.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/50000-bond-exemption-application-ol-56.pdf,DMV,form
statement-of-facts-reg-256.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/statement-of-facts-reg-256.pdf,DMV,form
application-for-critical-need-restrisction-ds-694.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-critical-need-restrisction-ds-694.pdf,DMV,form
request-for-voluntary-withdrawal-private-carrier-of-passengers-certificate-reg-1308.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-voluntary-withdrawal-private-carrier-of-passengers-certificate-reg-1308.pdf,DMV,form
language-access-complaint-form-english-adm-140.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/language-access-complaint-form-english-adm-140.pdf,DMV,form
vessel-dealer-or-manufacturers-sales-tax-certification.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/vessel-dealer-or-manufacturers-sales-tax-certification.pdf,DMV,form
verification-authorization-process-khmer-dl-94-km.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/verification-authorization-process-khmer-dl-94-km.pdf,DMV,form
self-referral-for-reevaluation-of-driving-skill-ds-699a.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/self-referral-for-reevaluation-of-driving-skill-ds-699a.pdf,DMV,form
historical-vessel-plaque.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/historical-vessel-plaque.pdf,DMV,form
employer-testing-program-examiner-certification-application-dl-811-etp.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/employer-testing-program-examiner-certification-application-dl-811-etp.pdf,DMV,form
request-for-approval-of-tvs-educational-program-ol-764.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-approval-of-tvs-educational-program-ol-764.pdf,DMV,form
statement-of-construction-reg-5036.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/statement-of-construction-reg-5036.pdf,DMV,form
certification-of-lien-sale-for-vehicle-valued-4000-or-less-reg-168a-pdf.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/certification-of-lien-sale-for-vehicle-valued-4000-or-less-reg-168a-pdf.pdf,DMV,form
solicitud-para-obtener-el-certificado-de-transportista-privado-de-pasajeros-reg-1300.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/solicitud-para-obtener-el-certificado-de-transportista-privado-de-pasajeros-reg-1300.pdf,DMV,form
request-for-live-scan-service-applicant-submission-dmv-8016.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-live-scan-service-applicant-submission-dmv-8016.pdf,DMV,form
postal-service-verification-of-no-mail-delivery-service-or-change-of-address-ol-4000.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/postal-service-verification-of-no-mail-delivery-service-or-change-of-address-ol-4000.pdf,DMV,form
authorization-requisition-for-driver-instruction-forms-dl-396.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/authorization-requisition-for-driver-instruction-forms-dl-396.pdf,DMV,form
enrollment-application-tvs-court-primary-administrator-traffic-violator-course-completion-database-ol-771.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/enrollment-application-tvs-court-primary-administrator-traffic-violator-course-completion-database-ol-771.pdf,DMV,form
application-for-traffic-violator-school-operator-and-instructor-license-ol-710-pdf.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-traffic-violator-school-operator-and-instructor-license-ol-710-pdf.pdf,DMV,form
information-request-motor-carrier-permit-mc-430-m.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/information-request-motor-carrier-permit-mc-430-m.pdf,DMV,form
application-for-authorization-to-continue-lien-sale-after-unsuccessful-service-reg-659.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-authorization-to-continue-lien-sale-after-unsuccessful-service-reg-659.pdf,DMV,form
cuestionario-de-medico-dl-546.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/cuestionario-de-medico-dl-546.pdf,DMV,form
internet-security-agreement-certification-dadp-provider-administrator-dl-952.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/internet-security-agreement-certification-dadp-provider-administrator-dl-952.pdf,DMV,form
driver-license-record-correction-request-dl-207.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/driver-license-record-correction-request-dl-207.pdf,DMV,form
special-interest-license-plates-application-reg-17.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/special-interest-license-plates-application-reg-17.pdf,DMV,form
application-for-modification-to-a-traffic-violator-school-license-ol-736.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-modification-to-a-traffic-violator-school-license-ol-736.pdf,DMV,form
application-for-renewal-of-traffic-violator-school-tvs-instructor-license-ol-740.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-renewal-of-traffic-violator-school-tvs-instructor-license-ol-740.pdf,DMV,form
ignition-interlock-device-exemption-request-dl-4062-pdf.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/ignition-interlock-device-exemption-request-dl-4062-pdf.pdf,DMV,form
notice-of-non-compliance-ignition-interlock-dl-921.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/notice-of-non-compliance-ignition-interlock-dl-921.pdf,DMV,form
application-for-special-equipment-identification-plate-reg-88.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-special-equipment-identification-plate-reg-88.pdf,DMV,form
year-of-manufacture-yom-license-plate-application-reg-352.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/year-of-manufacture-yom-license-plate-application-reg-352.pdf,DMV,form
industry-holdout-correction-request-fax-transmission-sheet-fo-31.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/industry-holdout-correction-request-fax-transmission-sheet-fo-31.pdf,DMV,form
authorization-to-release-financial-information-ol-53.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/authorization-to-release-financial-information-ol-53.pdf,DMV,form
41965.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/41965.pdf,DMV,form
specialized-transportation-vehicle-exemption-certification-reg-345.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/specialized-transportation-vehicle-exemption-certification-reg-345.pdf,DMV,form
business-partner-automation-application-second-line-business-partner-reg-4025.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/business-partner-automation-application-second-line-business-partner-reg-4025.pdf,DMV,form
request-for-vehicle-vessel-photo-history-information-inf-1124.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-vehicle-vessel-photo-history-information-inf-1124.pdf,DMV,form
quarterly-physical-inventory-boat-124.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/quarterly-physical-inventory-boat-124.pdf,DMV,form
traffic-violator-course-completion-tvcc-database-tvs-court-primary-administrator-access-request-ol-771a.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/traffic-violator-course-completion-tvcc-database-tvs-court-primary-administrator-access-request-ol-771a.pdf,DMV,form
notice-of-pending-lien-sale-for-vehicle-valued-4000-or-less.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/notice-of-pending-lien-sale-for-vehicle-valued-4000-or-less.pdf,DMV,form
information-security-and-disclosure-statement-firm-exec-201x.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/information-security-and-disclosure-statement-firm-exec-201x.pdf,DMV,form
application-for-authorization-for-lien-sale-of-a-lien-sale-for-a-vehicle-valued-over-4000-reg-656.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/application-for-authorization-for-lien-sale-of-a-lien-sale-for-a-vehicle-valued-over-4000-reg-656.pdf,DMV,form
vessel-verification-boat-111.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/vessel-verification-boat-111.pdf,DMV,form
sample-license-plates-now-available-vin-2018-15.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/sample-license-plates-now-available-vin-2018-15.pdf,DMV,form
employer-testing-program-commercial-driving-performance-evaluation-route-and-directions-dl-814-etp.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/employer-testing-program-commercial-driving-performance-evaluation-route-and-directions-dl-814-etp.pdf,DMV,form
information-security-statement-inf-1128.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/information-security-statement-inf-1128.pdf,DMV,form
driving-school-application-for-student-license-ol-801.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/driving-school-application-for-student-license-ol-801.pdf,DMV,form
appointment-of-director-as-agent-for-service-of-process-adm-9050.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/appointment-of-director-as-agent-for-service-of-process-adm-9050.pdf,DMV,form
information-services-program-agent-authorization-inf-03.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/information-services-program-agent-authorization-inf-03.pdf,DMV,form
request-for-voluntary-withdrawal-motor-carrier-permit-mc-716-m.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/request-for-voluntary-withdrawal-motor-carrier-permit-mc-716-m.pdf,DMV,form
cdl-test-waiver-for-military-members-dl-965-pdf.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/cdl-test-waiver-for-military-members-dl-965-pdf.pdf,DMV,form
refresher-training-request-dl-818-etp.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/refresher-training-request-dl-818-etp.pdf,DMV,form
traffic-violator-school-operator-assurance-of-compliance-with-the-ada-of-1990-ol-141.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/traffic-violator-school-operator-assurance-of-compliance-with-the-ada-of-1990-ol-141.pdf,DMV,form
commanding-officers-certification-of-driving-experience-dl-964.pdf,/content/drive/MyDrive/newstart_ai/data/raw/dmv/commanding-officers-certification-of-driving-experience-dl-964.pdf,DMV,form
